#NEEM ice core high resolution water isotope record
#Simplified version of the dataset https://doi.org/10.1594/PANGAEA.925552
#published in 
Depth	age_GICC05	age_GICC05_modelext	age_AICC12	GICC05_MCE	d18	dD	1-sigma_of_run_d18	1-sigma_of_run_dD	accuracy_check_offset_d18	accuracy_check_offset_dD
1210.50	8.000220	-999.990000	-999.990000	43.000000	-31.230	-238.59	0.05259	0.18281	-0.01068	-0.03734
1210.55	8.000770	-999.990000	-999.990000	43.000000	-31.723	-242.71	0.05259	0.18281	-0.01068	-0.03734
1210.60	8.001160	-999.990000	-999.990000	43.000000	-33.963	-263.81	0.05259	0.18281	-0.01068	-0.03734
1210.65	8.001440	-999.990000	-999.990000	43.000000	-34.349	-266.37	0.05259	0.18281	-0.01068	-0.03734
1210.70	8.001710	-999.990000	-999.990000	43.000000	-33.315	-256.05	0.05259	0.18281	-0.01068	-0.03734
1210.75	8.001990	-999.990000	-999.990000	43.000000	-33.113	-254.36	0.05259	0.18281	-0.01068	-0.03734
1210.80	8.002480	-999.990000	-999.990000	43.000000	-33.308	-255.71	0.05259	0.18281	-0.01068	-0.03734
1210.85	8.002990	-999.990000	-999.990000	43.000000	-33.849	-261.58	0.05259	0.18281	-0.01068	-0.03734
1210.90	8.003490	-999.990000	-999.990000	43.000000	-33.328	-257.62	0.05259	0.18281	-0.01068	-0.03734
1210.95	8.004000	-999.990000	-999.990000	43.000000	-32.217	-248.05	0.05259	0.18281	-0.01068	-0.03734
1211.00	8.004610	-999.990000	-999.990000	43.000000	-31.209	-238.40	0.05259	0.18281	-0.01068	-0.03734
1211.05	8.005150	-999.990000	-999.990000	43.000000	-32.362	-250.49	0.05259	0.18281	-0.01068	-0.03734
1211.10	8.005590	-999.990000	-999.990000	43.000000	-32.895	-253.88	0.05259	0.18281	-0.01068	-0.03734
1211.15	8.006030	-999.990000	-999.990000	43.000000	-33.478	-258.54	0.05259	0.18281	-0.01068	-0.03734
1211.20	8.006640	-999.990000	-999.990000	43.000000	-33.786	-259.62	0.05259	0.18281	-0.01068	-0.03734
1211.25	8.007150	-999.990000	-999.990000	43.000000	-34.172	-263.36	0.05259	0.18281	-0.01068	-0.03734
1211.30	8.007530	-999.990000	-999.990000	43.000000	-34.168	-264.38	0.05259	0.18281	-0.01068	-0.03734
1211.35	8.007910	-999.990000	-999.990000	43.000000	-33.918	-262.69	0.05259	0.18281	-0.01068	-0.03734
1211.40	8.008360	-999.990000	-999.990000	43.000000	-32.814	-250.89	0.05259	0.18281	-0.01068	-0.03734
1211.45	8.008820	-999.990000	-999.990000	43.000000	-32.938	-253.19	0.05259	0.18281	-0.01068	-0.03734
1211.50	8.009340	-999.990000	-999.990000	43.000000	-32.809	-252.00	0.05259	0.18281	-0.01068	-0.03734
1211.55	8.009890	-999.990000	-999.990000	43.000000	-33.391	-258.64	0.05259	0.18281	-0.01068	-0.03734
1211.60	8.010380	-999.990000	-999.990000	43.000000	-32.897	-253.29	0.05259	0.18281	-0.01068	-0.03734
1211.65	8.010840	-999.990000	-999.990000	43.000000	-32.035	-244.81	0.05259	0.18281	-0.01068	-0.03734
1211.70	8.011400	-999.990000	-999.990000	43.000000	-34.104	-263.52	0.05259	0.18281	-0.01068	-0.03734
1211.75	8.012010	-999.990000	-999.990000	43.000000	-35.323	-273.22	0.05259	0.18281	-0.01068	-0.03734
1211.80	8.012620	-999.990000	-999.990000	43.000000	-35.338	-272.44	0.05259	0.18281	-0.01068	-0.03734
1211.85	8.013320	-999.990000	-999.990000	43.000000	-35.368	-273.31	0.05259	0.18281	-0.01068	-0.03734
1211.90	8.014090	-999.990000	-999.990000	43.000000	-34.136	-263.66	0.05259	0.18281	-0.01068	-0.03734
1211.95	8.014530	-999.990000	-999.990000	43.000000	-32.519	-249.15	0.05259	0.18281	-0.01068	-0.03734
1212.00	8.014960	-999.990000	-999.990000	43.000000	-32.697	-252.34	0.05259	0.18281	-0.01068	-0.03734
1212.05	8.015610	-999.990000	-999.990000	43.000000	-32.340	-248.65	0.05259	0.18281	-0.01068	-0.03734
1212.10	8.016370	-999.990000	-999.990000	43.000000	-31.943	-246.04	0.05259	0.18281	-0.01068	-0.03734
1212.15	8.017180	-999.990000	-999.990000	43.000000	-31.847	-245.33	0.05259	0.18281	-0.01068	-0.03734
1212.20	8.017860	-999.990000	-999.990000	43.000000	-32.381	-250.15	0.05259	0.18281	-0.01068	-0.03734
1212.25	8.019060	-999.990000	-999.990000	43.000000	-33.210	-256.71	0.05259	0.18281	-0.01068	-0.03734
1212.30	8.019490	-999.990000	-999.990000	43.000000	-33.665	-260.27	0.05259	0.18281	-0.01068	-0.03734
1212.35	8.019920	-999.990000	-999.990000	43.000000	-33.643	-259.87	0.05259	0.18281	-0.01068	-0.03734
1212.40	8.020380	-999.990000	-999.990000	43.000000	-32.790	-253.44	0.05259	0.18281	-0.01068	-0.03734
1212.45	8.020850	-999.990000	-999.990000	43.000000	-31.604	-243.04	0.05259	0.18281	-0.01068	-0.03734
1212.50	8.021340	-999.990000	-999.990000	43.000000	-32.939	-257.00	0.05259	0.18281	-0.01068	-0.03734
1212.55	8.021850	-999.990000	-999.990000	43.000000	-32.772	-254.34	0.05259	0.18281	-0.01068	-0.03734
1212.60	8.022470	-999.990000	-999.990000	43.000000	-31.494	-241.34	0.05259	0.18281	-0.01068	-0.03734
1212.65	8.023120	-999.990000	-999.990000	43.000000	-32.846	-252.42	0.05259	0.18281	-0.01068	-0.03734
1212.70	8.023670	-999.990000	-999.990000	43.000000	-34.094	-262.26	0.05259	0.18281	-0.01068	-0.03734
1212.75	8.024190	-999.990000	-999.990000	43.000000	-33.560	-257.79	0.05765	0.57185	0.03069	0.00546
1212.80	8.024660	-999.990000	-999.990000	43.000000	-32.519	-249.84	0.05765	0.57185	0.03069	0.00546
1212.85	8.025180	-999.990000	-999.990000	43.000000	-33.247	-255.96	0.05765	0.57185	0.03069	0.00546
1212.90	8.025850	-999.990000	-999.990000	43.000000	-34.152	-264.14	0.05765	0.57185	0.03069	0.00546
1212.95	8.026340	-999.990000	-999.990000	43.000000	-32.682	-251.86	0.05765	0.57185	0.03069	0.00546
1213.00	8.026770	-999.990000	-999.990000	43.000000	-29.951	-227.70	0.05765	0.57185	0.03069	0.00546
1213.05	8.027360	-999.990000	-999.990000	43.000000	-30.792	-235.77	0.05765	0.57185	0.03069	0.00546
1213.10	8.028090	-999.990000	-999.990000	43.000000	-31.061	-237.26	0.05765	0.57185	0.03069	0.00546
1213.15	8.028640	-999.990000	-999.990000	43.000000	-31.370	-241.13	0.05765	0.57185	0.03069	0.00546
1213.20	8.029150	-999.990000	-999.990000	43.000000	-32.214	-248.36	0.05765	0.57185	0.03069	0.00546
1213.25	8.029580	-999.990000	-999.990000	43.000000	-33.733	-261.43	0.05765	0.57185	0.03069	0.00546
1213.30	8.030030	-999.990000	-999.990000	43.000000	-33.725	-259.73	0.05765	0.57185	0.03069	0.00546
1213.35	8.030790	-999.990000	-999.990000	43.000000	-33.106	-253.15	0.05765	0.57185	0.03069	0.00546
1213.40	8.031340	-999.990000	-999.990000	43.000000	-33.129	-254.07	0.05765	0.57185	0.03069	0.00546
1213.45	8.031800	-999.990000	-999.990000	43.000000	-33.881	-260.43	0.05765	0.57185	0.03069	0.00546
1213.50	8.032400	-999.990000	-999.990000	43.000000	-34.171	-263.41	0.05765	0.57185	0.03069	0.00546
1213.55	8.033070	-999.990000	-999.990000	43.000000	-33.646	-259.24	0.05765	0.57185	0.03069	0.00546
1213.60	8.033630	-999.990000	-999.990000	43.000000	-32.953	-254.05	0.05765	0.57185	0.03069	0.00546
1213.65	8.034240	-999.990000	-999.990000	43.000000	-31.864	-244.79	0.05765	0.57185	0.03069	0.00546
1213.70	8.034920	-999.990000	-999.990000	43.000000	-32.597	-251.06	0.05765	0.57185	0.03069	0.00546
1213.75	8.035550	-999.990000	-999.990000	43.000000	-33.682	-260.16	0.05765	0.57185	0.03069	0.00546
1213.80	8.036170	-999.990000	-999.990000	43.000000	-33.014	-252.92	0.05765	0.57185	0.03069	0.00546
1213.85	8.036780	-999.990000	-999.990000	43.000000	-33.486	-258.72	0.05765	0.57185	0.03069	0.00546
1213.90	8.037330	-999.990000	-999.990000	43.000000	-33.574	-259.33	0.05765	0.57185	0.03069	0.00546
1213.95	8.037850	-999.990000	-999.990000	43.000000	-32.273	-250.34	0.05765	0.57185	0.03069	0.00546
1214.00	8.038310	-999.990000	-999.990000	43.000000	-32.353	-250.66	0.05765	0.57185	0.03069	0.00546
1214.05	8.038750	-999.990000	-999.990000	43.000000	-33.212	-257.34	0.05765	0.57185	0.03069	0.00546
1214.10	8.039250	-999.990000	-999.990000	43.000000	-32.854	-253.81	0.05765	0.57185	0.03069	0.00546
1214.15	8.039810	-999.990000	-999.990000	43.000000	-32.132	-244.83	0.05765	0.57185	0.03069	0.00546
1214.20	8.040410	-999.990000	-999.990000	43.000000	-33.800	-261.04	0.05765	0.57185	0.03069	0.00546
1214.25	8.041020	-999.990000	-999.990000	43.000000	-35.767	-278.14	0.05765	0.57185	0.03069	0.00546
1214.30	8.041460	-999.990000	-999.990000	43.000000	-35.425	-275.20	0.05765	0.57185	0.03069	0.00546
1214.35	8.041900	-999.990000	-999.990000	43.000000	-33.528	-258.10	0.05765	0.57185	0.03069	0.00546
1214.40	8.042790	-999.990000	-999.990000	43.000000	-32.838	-252.21	0.05765	0.57185	0.03069	0.00546
1214.45	8.043550	-999.990000	-999.990000	44.000000	-33.820	-261.32	0.05765	0.57185	0.03069	0.00546
1214.50	8.044170	-999.990000	-999.990000	44.000000	-35.262	-274.01	0.05765	0.57185	0.03069	0.00546
1214.55	8.044690	-999.990000	-999.990000	44.000000	-34.895	-270.75	0.05765	0.57185	0.03069	0.00546
1214.60	8.045160	-999.990000	-999.990000	44.000000	-34.319	-264.47	0.05765	0.57185	0.03069	0.00546
1214.65	8.045570	-999.990000	-999.990000	44.000000	-34.895	-269.17	0.05765	0.57185	0.03069	0.00546
1214.70	8.045990	-999.990000	-999.990000	44.000000	-34.650	-267.41	0.05765	0.57185	0.03069	0.00546
1214.75	8.046600	-999.990000	-999.990000	44.000000	-33.753	-261.97	0.05765	0.57185	0.03069	0.00546
1214.80	8.047270	-999.990000	-999.990000	44.000000	-33.107	-256.29	0.05765	0.57185	0.03069	0.00546
1214.85	8.048040	-999.990000	-999.990000	44.000000	-33.743	-261.59	0.05765	0.57185	0.03069	0.00546
1214.90	8.048810	-999.990000	-999.990000	44.000000	-35.066	-272.53	0.05765	0.57185	0.03069	0.00546
1214.95	8.049580	-999.990000	-999.990000	44.000000	-34.120	-261.16	0.00728	0.27286	-0.02738	0.05721
1215.00	8.050200	-999.990000	-999.990000	44.000000	-34.884	-270.26	0.00728	0.27286	-0.02738	0.05721
1215.05	8.050640	-999.990000	-999.990000	44.000000	-35.025	-272.18	0.00728	0.27286	-0.02738	0.05721
1215.10	8.051170	-999.990000	-999.990000	44.000000	-34.377	-265.75	0.00728	0.27286	-0.02738	0.05721
1215.15	8.052030	-999.990000	-999.990000	44.000000	-34.967	-271.26	0.00728	0.27286	-0.02738	0.05721
1215.20	8.052590	-999.990000	-999.990000	44.000000	-34.240	-263.73	0.00728	0.27286	-0.02738	0.05721
1215.25	8.053170	-999.990000	-999.990000	44.000000	-34.232	-263.84	0.00728	0.27286	-0.02738	0.05721
1215.30	8.053790	-999.990000	-999.990000	44.000000	-34.247	-264.63	0.00728	0.27286	-0.02738	0.05721
1215.35	8.054370	-999.990000	-999.990000	44.000000	-34.227	-265.35	0.00728	0.27286	-0.02738	0.05721
1215.40	8.054940	-999.990000	-999.990000	44.000000	-33.053	-256.20	0.00728	0.27286	-0.02738	0.05721
1215.45	8.055560	-999.990000	-999.990000	44.000000	-31.344	-240.42	0.00728	0.27286	-0.02738	0.05721
1215.50	8.056240	-999.990000	-999.990000	44.000000	-32.932	-253.56	0.00728	0.27286	-0.02738	0.05721
1215.55	8.057010	-999.990000	-999.990000	44.000000	-34.535	-267.02	0.00728	0.27286	-0.02738	0.05721
1215.60	8.057360	-999.990000	-999.990000	44.000000	-33.169	-255.38	0.00728	0.27286	-0.02738	0.05721
1215.65	8.057710	-999.990000	-999.990000	44.000000	-32.437	-249.58	0.00728	0.27286	-0.02738	0.05721
1215.70	8.058090	-999.990000	-999.990000	44.000000	-33.223	-255.65	0.00728	0.27286	-0.02738	0.05721
1215.75	8.058610	-999.990000	-999.990000	44.000000	-34.801	-271.05	0.00728	0.27286	-0.02738	0.05721
1215.80	8.059120	-999.990000	-999.990000	44.000000	-34.318	-264.98	0.00728	0.27286	-0.02738	0.05721
1215.85	8.059570	-999.990000	-999.990000	44.000000	-34.230	-264.00	0.00728	0.27286	-0.02738	0.05721
1215.90	8.060020	-999.990000	-999.990000	44.000000	-34.404	-264.99	0.00728	0.27286	-0.02738	0.05721
1215.95	8.060500	-999.990000	-999.990000	44.000000	-34.015	-262.53	0.00728	0.27286	-0.02738	0.05721
1216.00	8.060990	-999.990000	-999.990000	44.000000	-32.866	-251.64	0.00728	0.27286	-0.02738	0.05721
1216.05	8.061560	-999.990000	-999.990000	44.000000	-32.991	-254.68	0.00728	0.27286	-0.02738	0.05721
1216.10	8.062200	-999.990000	-999.990000	44.000000	-32.474	-251.40	0.00728	0.27286	-0.02738	0.05721
1216.15	8.063070	-999.990000	-999.990000	44.000000	-31.371	-242.72	0.00728	0.27286	-0.02738	0.05721
1216.20	8.063640	-999.990000	-999.990000	44.000000	-29.930	-229.18	0.00728	0.27286	-0.02738	0.05721
1216.25	8.064330	-999.990000	-999.990000	44.000000	-30.401	-233.16	0.00728	0.27286	-0.02738	0.05721
1216.30	8.065200	-999.990000	-999.990000	44.000000	-32.370	-249.86	0.00728	0.27286	-0.02738	0.05721
1216.35	8.065990	-999.990000	-999.990000	44.000000	-32.880	-252.42	0.00728	0.27286	-0.02738	0.05721
1216.40	8.066560	-999.990000	-999.990000	44.000000	-33.328	-256.80	0.00728	0.27286	-0.02738	0.05721
1216.45	8.067170	-999.990000	-999.990000	44.000000	-33.131	-254.60	0.00728	0.27286	-0.02738	0.05721
1216.50	8.067860	-999.990000	-999.990000	44.000000	-32.466	-249.22	0.00728	0.27286	-0.02738	0.05721
1216.55	8.068510	-999.990000	-999.990000	44.000000	-31.649	-241.27	0.00728	0.27286	-0.02738	0.05721
1216.60	8.069120	-999.990000	-999.990000	44.000000	-32.187	-247.84	0.00728	0.27286	-0.02738	0.05721
1216.65	8.069700	-999.990000	-999.990000	44.000000	-34.084	-264.00	0.00728	0.27286	-0.02738	0.05721
1216.70	8.070250	-999.990000	-999.990000	44.000000	-35.007	-272.33	0.00728	0.27286	-0.02738	0.05721
1216.75	8.070770	-999.990000	-999.990000	44.000000	-34.522	-266.88	0.00728	0.27286	-0.02738	0.05721
1216.80	8.071220	-999.990000	-999.990000	44.000000	-33.391	-257.64	0.00728	0.27286	-0.02738	0.05721
1216.85	8.071620	-999.990000	-999.990000	44.000000	-32.490	-251.66	0.00728	0.27286	-0.02738	0.05721
1216.90	8.072010	-999.990000	-999.990000	44.000000	-33.316	-259.27	0.00728	0.27286	-0.02738	0.05721
1216.95	8.072540	-999.990000	-999.990000	44.000000	-34.059	-265.24	0.00728	0.27286	-0.02738	0.05721
1217.00	8.073050	-999.990000	-999.990000	44.000000	-33.989	-263.85	0.00728	0.27286	-0.02738	0.05721
1217.05	8.073500	-999.990000	-999.990000	44.000000	-33.108	-256.70	0.00728	0.27286	-0.02738	0.05721
1217.10	8.073950	-999.990000	-999.990000	44.000000	-32.487	-250.05	0.00728	0.27286	-0.02738	0.05721
1217.15	8.074800	-999.990000	-999.990000	44.000000	-33.268	-256.90	0.00728	0.27286	-0.02738	0.05721
1217.20	8.075610	-999.990000	-999.990000	44.000000	-33.204	-254.01	0.00728	0.27286	-0.02738	0.05721
1217.25	8.076640	-999.990000	-999.990000	44.000000	-34.378	-265.57	0.00728	0.27286	-0.02738	0.05721
1217.30	8.077450	-999.990000	-999.990000	44.000000	-33.711	-258.92	0.00728	0.27286	-0.02738	0.05721
1217.35	8.078100	-999.990000	-999.990000	44.000000	-33.862	-260.88	0.00728	0.27286	-0.02738	0.05721
1217.40	8.078880	-999.990000	-999.990000	44.000000	-34.638	-267.68	0.00728	0.27286	-0.02738	0.05721
1217.45	8.079410	-999.990000	-999.990000	44.000000	-34.629	-266.98	0.00728	0.27286	-0.02738	0.05721
1217.50	8.079900	-999.990000	-999.990000	44.000000	-34.696	-266.28	0.00728	0.27286	-0.02738	0.05721
1217.55	8.080830	-999.990000	-999.990000	44.000000	-35.424	-272.43	0.00728	0.27286	-0.02738	0.05721
1217.60	8.081400	-999.990000	-999.990000	44.000000	-34.177	-263.57	0.00728	0.27286	-0.02738	0.05721
1217.65	8.081880	-999.990000	-999.990000	44.000000	-31.930	-245.17	0.00728	0.27286	-0.02738	0.05721
1217.70	8.082480	-999.990000	-999.990000	44.000000	-31.528	-243.46	0.01761	0.25191	-0.03891	-0.07664
1217.75	8.083140	-999.990000	-999.990000	44.000000	-31.709	-244.57	0.01761	0.25191	-0.03891	-0.07664
1217.80	8.083810	-999.990000	-999.990000	44.000000	-33.122	-257.42	0.01761	0.25191	-0.03891	-0.07664
1217.85	8.084470	-999.990000	-999.990000	44.000000	-33.566	-260.56	0.01761	0.25191	-0.03891	-0.07664
1217.90	8.085130	-999.990000	-999.990000	44.000000	-33.279	-256.28	0.01761	0.25191	-0.03891	-0.07664
1217.95	8.085790	-999.990000	-999.990000	44.000000	-33.970	-262.03	0.01761	0.25191	-0.03891	-0.07664
1218.00	8.086680	-999.990000	-999.990000	44.000000	-34.232	-263.43	0.01761	0.25191	-0.03891	-0.07664
1218.05	8.087580	-999.990000	-999.990000	44.000000	-34.268	-264.20	0.01761	0.25191	-0.03891	-0.07664
1218.10	8.088500	-999.990000	-999.990000	44.000000	-33.175	-254.37	0.01761	0.25191	-0.03891	-0.07664
1218.15	8.089270	-999.990000	-999.990000	44.000000	-33.505	-257.82	0.01761	0.25191	-0.03891	-0.07664
1218.20	8.089810	-999.990000	-999.990000	44.000000	-34.236	-264.74	0.01761	0.25191	-0.03891	-0.07664
1218.25	8.090480	-999.990000	-999.990000	44.000000	-33.483	-258.63	0.01761	0.25191	-0.03891	-0.07664
1218.30	8.091230	-999.990000	-999.990000	44.000000	-32.841	-252.97	0.01761	0.25191	-0.03891	-0.07664
1218.35	8.091970	-999.990000	-999.990000	44.000000	-33.396	-256.46	0.01761	0.25191	-0.03891	-0.07664
1218.40	8.092410	-999.990000	-999.990000	44.000000	-34.219	-262.74	0.01761	0.25191	-0.03891	-0.07664
1218.45	8.092840	-999.990000	-999.990000	44.000000	-34.575	-265.66	0.01761	0.25191	-0.03891	-0.07664
1218.50	8.093240	-999.990000	-999.990000	44.000000	-34.677	-267.21	0.01761	0.25191	-0.03891	-0.07664
1218.55	8.093640	-999.990000	-999.990000	44.000000	-34.333	-265.28	0.01761	0.25191	-0.03891	-0.07664
1218.60	8.094070	-999.990000	-999.990000	44.000000	-33.816	-261.22	0.01761	0.25191	-0.03891	-0.07664
1218.65	8.094820	-999.990000	-999.990000	44.000000	-33.569	-258.75	0.01761	0.25191	-0.03891	-0.07664
1218.70	8.095410	-999.990000	-999.990000	44.000000	-32.682	-252.59	0.01761	0.25191	-0.03891	-0.07664
1218.75	8.095950	-999.990000	-999.990000	44.000000	-34.047	-264.17	0.01761	0.25191	-0.03891	-0.07664
1218.80	8.096410	-999.990000	-999.990000	45.000000	-34.947	-270.67	0.01761	0.25191	-0.03891	-0.07664
1218.85	8.096870	-999.990000	-999.990000	45.000000	-34.643	-266.20	0.01761	0.25191	-0.03891	-0.07664
1218.90	8.097310	-999.990000	-999.990000	45.000000	-35.179	-272.76	0.01761	0.25191	-0.03891	-0.07664
1218.95	8.097730	-999.990000	-999.990000	45.000000	-34.439	-265.42	0.01761	0.25191	-0.03891	-0.07664
1219.00	8.098200	-999.990000	-999.990000	45.000000	-33.489	-256.90	0.01761	0.25191	-0.03891	-0.07664
1219.05	8.098740	-999.990000	-999.990000	45.000000	-34.030	-262.88	0.01761	0.25191	-0.03891	-0.07664
1219.10	8.099210	-999.990000	-999.990000	45.000000	-34.501	-266.27	0.01761	0.25191	-0.03891	-0.07664
1219.15	8.099610	-999.990000	-999.990000	45.000000	-34.433	-264.94	0.01761	0.25191	-0.03891	-0.07664
1219.20	8.100000	-999.990000	-999.990000	45.000000	-32.599	-249.40	0.01761	0.25191	-0.03891	-0.07664
1219.25	8.100600	-999.990000	-999.990000	45.000000	-32.222	-248.93	0.01761	0.25191	-0.03891	-0.07664
1219.30	8.101120	-999.990000	-999.990000	45.000000	-33.375	-257.16	0.01761	0.25191	-0.03891	-0.07664
1219.35	8.101500	-999.990000	-999.990000	45.000000	-33.541	-258.74	0.01761	0.25191	-0.03891	-0.07664
1219.40	8.101870	-999.990000	-999.990000	45.000000	-31.531	-240.46	0.01761	0.25191	-0.03891	-0.07664
1219.45	8.102270	-999.990000	-999.990000	45.000000	-32.147	-248.25	0.01761	0.25191	-0.03891	-0.07664
1219.50	8.102700	-999.990000	-999.990000	45.000000	-33.001	-255.35	0.01761	0.25191	-0.03891	-0.07664
1219.55	8.103190	-999.990000	-999.990000	45.000000	-33.140	-255.34	0.01761	0.25191	-0.03891	-0.07664
1219.60	8.103860	-999.990000	-999.990000	45.000000	-32.518	-250.94	0.01761	0.25191	-0.03891	-0.07664
1219.65	8.104420	-999.990000	-999.990000	45.000000	-31.645	-242.82	0.01761	0.25191	-0.03891	-0.07664
1219.70	8.104970	-999.990000	-999.990000	45.000000	-32.802	-253.34	0.01761	0.25191	-0.03891	-0.07664
1219.75	8.105930	-999.990000	-999.990000	45.000000	-33.279	-255.71	0.01761	0.25191	-0.03891	-0.07664
1219.80	8.106430	-999.990000	-999.990000	45.000000	-32.500	-249.46	0.01761	0.25191	-0.03891	-0.07664
1219.85	8.106880	-999.990000	-999.990000	45.000000	-33.500	-259.88	0.01761	0.25191	-0.03891	-0.07664
1219.90	8.107560	-999.990000	-999.990000	45.000000	-33.426	-256.94	0.01761	0.25191	-0.03891	-0.07664
1219.95	8.108400	-999.990000	-999.990000	45.000000	-33.779	-259.46	0.01761	0.25191	-0.03891	-0.07664
1220.00	8.109260	-999.990000	-999.990000	45.000000	-33.917	-260.94	0.01761	0.25191	-0.03891	-0.07664
1220.05	8.109920	-999.990000	-999.990000	45.000000	-33.010	-256.26	0.01761	0.25191	-0.03891	-0.07664
1220.10	8.110350	-999.990000	-999.990000	45.000000	-30.474	-233.22	0.01761	0.25191	-0.03891	-0.07664
1220.15	8.110750	-999.990000	-999.990000	45.000000	-30.935	-237.36	0.01761	0.25191	-0.03891	-0.07664
1220.20	8.111270	-999.990000	-999.990000	45.000000	-34.011	-263.82	0.01761	0.25191	-0.03891	-0.07664
1220.25	8.112010	-999.990000	-999.990000	45.000000	-33.539	-258.59	0.01761	0.25191	-0.03891	-0.07664
1220.30	8.112610	-999.990000	-999.990000	45.000000	-32.570	-250.43	0.01761	0.25191	-0.03891	-0.07664
1220.35	8.113160	-999.990000	-999.990000	45.000000	-32.489	-250.31	0.01761	0.25191	-0.03891	-0.07664
1220.40	8.113620	-999.990000	-999.990000	45.000000	-32.297	-248.45	0.01761	0.25191	-0.03891	-0.07664
1220.45	8.114110	-999.990000	-999.990000	45.000000	-31.770	-245.29	0.02453	0.25678	-0.00152	-0.18002
1220.50	8.114770	-999.990000	-999.990000	45.000000	-30.004	-228.69	0.02453	0.25678	-0.00152	-0.18002
1220.55	8.115390	-999.990000	-999.990000	45.000000	-30.883	-237.36	0.02453	0.25678	-0.00152	-0.18002
1220.60	8.115980	-999.990000	-999.990000	45.000000	-33.139	-256.50	0.02453	0.25678	-0.00152	-0.18002
1220.65	8.116410	-999.990000	-999.990000	45.000000	-34.304	-266.81	0.02453	0.25678	-0.00152	-0.18002
1220.70	8.116840	-999.990000	-999.990000	45.000000	-34.867	-270.29	0.02453	0.25678	-0.00152	-0.18002
1220.75	8.117360	-999.990000	-999.990000	45.000000	-34.299	-264.85	0.02453	0.25678	-0.00152	-0.18002
1220.80	8.117960	-999.990000	-999.990000	45.000000	-32.991	-254.36	0.02453	0.25678	-0.00152	-0.18002
1220.85	8.118610	-999.990000	-999.990000	45.000000	-32.861	-253.14	0.02453	0.25678	-0.00152	-0.18002
1220.90	8.119270	-999.990000	-999.990000	45.000000	-33.281	-256.36	0.02453	0.25678	-0.00152	-0.18002
1220.95	8.119920	-999.990000	-999.990000	45.000000	-35.328	-273.22	0.02453	0.25678	-0.00152	-0.18002
1221.00	8.120520	-999.990000	-999.990000	45.000000	-36.978	-287.22	0.02453	0.25678	-0.00152	-0.18002
1221.05	8.121130	-999.990000	-999.990000	45.000000	-36.897	-285.60	0.02453	0.25678	-0.00152	-0.18002
1221.10	8.121790	-999.990000	-999.990000	45.000000	-35.862	-277.14	0.02453	0.25678	-0.00152	-0.18002
1221.15	8.122440	-999.990000	-999.990000	45.000000	-34.888	-268.78	0.02453	0.25678	-0.00152	-0.18002
1221.20	8.123080	-999.990000	-999.990000	45.000000	-33.485	-258.76	0.02453	0.25678	-0.00152	-0.18002
1221.25	8.123570	-999.990000	-999.990000	45.000000	-32.318	-249.11	0.02453	0.25678	-0.00152	-0.18002
1221.30	8.124060	-999.990000	-999.990000	45.000000	-30.410	-233.33	0.02453	0.25678	-0.00152	-0.18002
1221.35	8.124510	-999.990000	-999.990000	45.000000	-31.193	-240.82	0.02453	0.25678	-0.00152	-0.18002
1221.40	8.124970	-999.990000	-999.990000	45.000000	-33.398	-257.97	0.02453	0.25678	-0.00152	-0.18002
1221.45	8.125920	-999.990000	-999.990000	45.000000	-34.780	-268.60	0.02453	0.25678	-0.00152	-0.18002
1221.50	8.126900	-999.990000	-999.990000	45.000000	-35.098	-272.95	0.02453	0.25678	-0.00152	-0.18002
1221.55	8.127760	-999.990000	-999.990000	45.000000	-32.052	-246.34	0.02453	0.25678	-0.00152	-0.18002
1221.60	8.128330	-999.990000	-999.990000	45.000000	-31.013	-238.86	0.02453	0.25678	-0.00152	-0.18002
1221.65	8.128780	-999.990000	-999.990000	45.000000	-32.450	-250.58	0.02453	0.25678	-0.00152	-0.18002
1221.70	8.129220	-999.990000	-999.990000	45.000000	-33.900	-262.33	0.02453	0.25678	-0.00152	-0.18002
1221.75	8.129640	-999.990000	-999.990000	45.000000	-33.773	-260.58	0.02453	0.25678	-0.00152	-0.18002
1221.80	8.130070	-999.990000	-999.990000	45.000000	-34.088	-263.27	0.02453	0.25678	-0.00152	-0.18002
1221.85	8.130530	-999.990000	-999.990000	45.000000	-35.323	-273.06	0.02453	0.25678	-0.00152	-0.18002
1221.90	8.130980	-999.990000	-999.990000	45.000000	-35.649	-276.05	0.02453	0.25678	-0.00152	-0.18002
1221.95	8.131710	-999.990000	-999.990000	45.000000	-33.099	-253.11	0.02453	0.25678	-0.00152	-0.18002
1222.00	8.132400	-999.990000	-999.990000	45.000000	-31.807	-245.27	0.02453	0.25678	-0.00152	-0.18002
1222.05	8.133110	-999.990000	-999.990000	45.000000	-31.745	-245.08	0.02453	0.25678	-0.00152	-0.18002
1222.10	8.134290	-999.990000	-999.990000	45.000000	-31.557	-242.40	0.02453	0.25678	-0.00152	-0.18002
1222.15	8.135200	-999.990000	-999.990000	45.000000	-33.863	-262.74	0.02453	0.25678	-0.00152	-0.18002
1222.20	8.135690	-999.990000	-999.990000	45.000000	-34.100	-264.10	0.02453	0.25678	-0.00152	-0.18002
1222.25	8.136370	-999.990000	-999.990000	45.000000	-33.335	-257.10	0.02453	0.25678	-0.00152	-0.18002
1222.30	8.137180	-999.990000	-999.990000	45.000000	-33.567	-260.32	0.02453	0.25678	-0.00152	-0.18002
