Age_GICC05+GICC05ext	d18	dD
45.221000	-40.441	-315.82
45.241000	-41.491	-324.60
45.261000	-39.325	-306.12
45.281000	-39.689	-311.42
45.301000	-39.881	-311.06
45.321000	-39.746	-310.87
45.341000	-41.996	-328.75
45.361000	-40.701	-318.64
45.381000	-39.695	-308.63
45.401000	-39.570	-308.77
45.421000	-40.438	-316.84
45.441000	-40.740	-319.66
45.461000	-39.407	-308.95
45.481000	-39.330	-308.36
45.501000	-39.981	-313.31
45.521000	-37.840	-296.31
45.541000	-38.388	-301.07
45.561000	-41.026	-321.80
45.581000	-39.771	-311.60
45.601000	-38.486	-303.11
45.621000	-40.201	-314.56
45.641000	-39.250	-308.27
45.661000	-38.360	-299.46
45.681000	-38.734	-305.60
45.701000	-38.190	-300.35
45.721000	-39.074	-306.99
45.741000	-38.036	-300.13
45.761000	-37.814	-296.67
45.781000	-38.920	-306.89
45.801000	-37.436	-295.24
45.821000	-39.207	-308.85
45.841000	-39.193	-307.36
45.861000	-38.247	-299.21
45.881000	-39.858	-313.39
45.901000	-39.262	-307.39
45.921000	-36.915	-289.61
45.941000	-37.813	-296.45
45.961000	-39.076	-308.34
45.981000	-38.786	-305.45
46.001000	-40.775	-320.72
46.021000	-38.741	-305.45
46.041000	-37.648	-300.10
46.061000	-39.420	-308.79
46.081000	-36.919	-289.99
46.101000	-38.021	-298.81
46.121000	-38.594	-302.04
46.141000	-39.264	-308.89
46.161000	-38.015	-297.18
46.181000	-38.370	-301.16
46.201000	-38.147	-300.48
46.221000	-39.781	-311.77
46.241000	-37.924	-297.01
46.261000	-37.196	-291.21
46.281000	-37.907	-294.68
46.301000	-39.756	-311.15
46.321000	-38.708	-303.34
46.341000	-37.381	-292.15
46.361000	-37.494	-293.25
46.381000	-38.481	-302.47
46.401000	-37.799	-295.23
46.421000	-37.852	-295.21
46.441000	-38.829	-303.59
46.461000	-38.176	-298.63
46.481000	-36.743	-288.66
46.501000	-38.041	-298.89
46.521000	-38.268	-300.73
46.541000	-37.682	-295.88
46.561000	-39.677	-312.21
46.581000	-37.088	-289.64
46.601000	-36.803	-290.20
46.621000	-38.215	-300.66
46.641000	-37.016	-291.25
46.661000	-36.569	-287.32
46.681000	-37.273	-292.59
46.701000	-38.539	-304.27
46.721000	-36.385	-285.62
46.741000	-38.195	-298.84
46.761000	-37.399	-292.53
46.781000	-37.769	-296.31
46.801000	-38.706	-304.60
46.821000	-37.440	-294.80
46.841000	-39.184	-309.66
46.861000	-41.533	-326.72
46.881000	-42.220	-329.73
46.901000	-44.920	-350.35
46.921000	-41.260	-322.83
46.941000	-43.864	-342.24
46.961000	-42.667	-331.95
46.981000	-43.237	-337.78
47.001000	-43.198	-338.92
47.021000	-41.867	-327.24
47.041000	-42.474	-330.93
47.061000	-42.606	-333.93
47.081000	-41.005	-323.28
47.101000	-41.580	-324.17
47.121000	-40.835	-318.64
47.141000	-42.790	-334.74
47.161000	-41.857	-327.88
47.181000	-42.896	-335.53
47.201000	-41.769	-327.52
47.221000	-45.238	-354.95
47.241000	-44.455	-347.88
47.261000	-43.679	-340.24
47.281000	-44.218	-346.02
47.301000	-40.108	-312.26
47.321000	-42.661	-333.46
47.341000	-43.390	-338.99
47.361000	-41.637	-324.96
47.381000	-43.029	-336.12
47.401000	-40.815	-319.35
47.421000	-43.857	-342.28
47.441000	-41.116	-321.36
47.461000	-41.628	-324.94
47.481000	-42.014	-328.46
47.501000	-42.562	-333.22
47.521000	-43.424	-338.85
47.541000	-43.595	-340.28
47.561000	-43.752	-342.41
47.581000	-40.071	-312.49
47.601000	-41.950	-329.20
47.621000	-45.350	-355.12
47.641000	-39.939	-312.34
47.661000	-40.718	-317.23
47.681000	-42.800	-333.60
47.701000	-43.452	-339.34
47.721000	-42.678	-332.50
47.741000	-41.830	-326.08
47.761000	-44.350	-346.71
47.781000	-43.794	-343.54
47.801000	-44.079	-345.80
47.821000	-43.719	-342.13
47.841000	-43.398	-339.76
47.861000	-42.049	-328.95
47.881000	-45.455	-355.11
47.901000	-40.712	-318.67
47.921000	-44.795	-349.61
47.941000	-44.311	-344.75
47.961000	-43.376	-339.34
47.981000	-43.365	-336.20
48.001000	-42.512	-332.12
48.021000	-43.351	-338.12
48.041000	-41.685	-325.09
48.061000	-43.149	-336.10
48.081000	-41.322	-322.51
48.101000	-42.345	-330.48
48.121000	-42.700	-332.97
48.141000	-42.559	-331.77
48.161000	-44.525	-347.72
48.181000	-41.310	-321.83
48.201000	-43.151	-335.98
48.221000	-42.632	-331.70
48.241000	-41.353	-322.64
48.261000	-43.745	-342.48
48.281000	-44.372	-346.36
48.301000	-42.613	-331.99
48.321000	-43.891	-341.63
48.341000	-44.631	-346.96
48.361000	-42.507	-330.37
48.381000	-42.271	-330.43
48.401000	-41.210	-320.82
48.421000	-43.268	-337.39
48.441000	-43.123	-336.52
48.461000	-40.776	-318.28
48.481000	-42.622	-333.46
48.501000	-40.095	-314.84
48.521000	-40.820	-318.92
48.541000	-40.878	-320.41
48.561000	-41.606	-327.64
48.581000	-40.226	-314.23
48.601000	-39.807	-312.12
48.621000	-40.853	-320.39
48.641000	-42.475	-333.32
48.661000	-42.123	-330.60
48.681000	-41.959	-329.53
48.701000	-39.894	-311.73
48.721000	-41.596	-326.83
48.741000	-39.317	-308.28
48.761000	-40.362	-316.17
48.781000	-39.448	-308.11
48.801000	-39.601	-308.15
48.821000	-39.727	-309.99
48.841000	-39.969	-313.48
48.861000	-37.878	-296.40
48.881000	-40.182	-317.66
48.901000	-38.340	-302.81
48.921000	-37.411	-294.04
48.941000	-38.726	-307.96
48.961000	-39.762	-314.50
48.981000	-38.689	-303.92
49.001000	-37.900	-298.13
49.021000	-40.294	-317.40
49.041000	-40.164	-315.60
49.061000	-40.204	-315.14
49.081000	-41.034	-320.88
49.101000	-38.954	-306.65
49.121000	-38.871	-305.07
49.141000	-39.361	-309.69
49.161000	-38.549	-302.94
49.181000	-37.602	-293.92
49.201000	-39.643	-312.42
49.221000	-37.748	-297.81
49.241000	-37.142	-292.56
49.261000	-38.349	-301.06
49.281000	-39.643	-312.79
49.301000	-41.295	-322.10
49.321000	-44.323	-348.20
49.341000	-44.001	-344.38
49.361000	-42.026	-328.00
49.381000	-41.915	-327.74
49.401000	-41.010	-321.44
49.421000	-41.881	-328.46
49.441000	-42.381	-329.03
49.461000	-42.116	-329.46
49.481000	-42.608	-332.16
49.501000	-44.971	-351.57
49.521000	-42.984	-335.22
49.541000	-41.001	-319.77
49.561000	-42.504	-331.52
49.581000	-39.604	-310.44
49.601000	-39.887	-310.13
49.621000	-41.214	-322.98
49.641000	-40.415	-317.12
49.661000	-40.884	-321.88
49.681000	-40.467	-318.09
49.701000	-40.583	-318.21
49.721000	-40.408	-315.16
49.741000	-41.045	-321.98
49.761000	-40.166	-314.92
49.781000	-39.763	-311.70
49.801000	-41.454	-325.11
49.821000	-39.143	-306.68
49.841000	-41.474	-324.50
49.861000	-40.155	-313.13
49.881000	-42.495	-334.94
49.901000	-40.074	-312.53
49.921000	-39.505	-308.86
49.941000	-42.099	-328.90
49.961000	-38.496	-299.54
49.981000	-42.819	-334.85
50.001000	-41.331	-321.09
50.021000	-41.727	-324.92
50.041000	-39.596	-308.13
50.061000	-40.488	-314.14
50.081000	-41.850	-326.55
50.101000	-40.419	-315.76
50.121000	-40.899	-318.78
50.141000	-41.226	-319.86
50.161000	-40.657	-316.69
50.181000	-39.764	-309.75
50.201000	-40.224	-315.13
50.221000	-40.470	-316.14
50.241000	-39.445	-308.93
50.261000	-38.354	-300.57
50.281000	-41.862	-329.30
50.301000	-41.872	-327.67
50.321000	-40.496	-315.92
50.341000	-41.442	-324.21
50.361000	-42.318	-331.62
50.381000	-38.908	-303.87
50.401000	-39.169	-307.10
50.421000	-39.620	-308.68
50.441000	-40.456	-315.98
50.461000	-41.286	-322.77
50.481000	-40.065	-312.01
50.501000	-40.858	-319.23
50.521000	-40.397	-316.51
50.541000	-40.917	-321.22
50.561000	-38.697	-302.44
50.581000	-41.934	-330.00
50.601000	-40.744	-320.69
50.621000	-40.513	-318.11
50.641000	-40.140	-316.49
50.661000	-38.395	-299.70
50.681000	-39.560	-311.58
50.701000	-38.382	-301.52
50.721000	-40.661	-319.74
50.741000	-40.817	-319.55
50.761000	-40.340	-317.25
50.781000	-41.621	-325.21
50.801000	-43.048	-335.68
50.821000	-40.838	-319.39
50.841000	-40.509	-314.77
50.861000	-41.306	-321.95
50.881000	-40.353	-315.33
50.901000	-39.830	-310.44
50.921000	-40.287	-313.01
50.941000	-39.699	-310.68
50.961000	-39.205	-307.10
50.981000	-39.910	-311.75
51.001000	-41.199	-322.24
51.021000	-39.726	-310.39
51.041000	-42.284	-331.19
51.061000	-40.082	-314.02
51.081000	-40.575	-316.57
51.101000	-41.307	-322.37
51.121000	-41.580	-324.29
51.141000	-38.014	-296.02
51.161000	-41.082	-321.74
51.181000	-40.814	-319.45
51.201000	-40.312	-313.95
51.221000	-39.624	-308.31
51.241000	-40.838	-317.85
51.261000	-40.286	-314.06
51.281000	-41.230	-321.44
51.301000	-39.844	-309.46
51.321000	-40.901	-319.66
51.341000	-39.461	-307.22
51.361000	-39.380	-307.64
51.381000	-40.994	-320.97
51.401000	-40.962	-321.62
51.421000	-40.115	-313.92
51.441000	-39.842	-312.22
51.461000	-40.121	-314.44
51.481000	-40.817	-319.60
51.501000	-39.945	-313.34
51.521000	-40.384	-318.15
51.541000	-40.485	-317.60
51.561000	-39.157	-306.01
51.581000	-40.831	-321.85
51.601000	-41.688	-328.35
51.621000	-39.884	-312.48
51.641000	-39.283	-308.24
51.661000	-39.339	-310.98
51.681000	-38.595	-303.79
51.701000	-37.821	-294.79
51.721000	-37.537	-293.69
51.741000	-37.164	-290.62
51.761000	-38.182	-299.00
51.781000	-41.758	-326.33
51.801000	-39.678	-311.69
51.821000	-38.922	-305.95
51.841000	-40.231	-315.21
51.861000	-39.433	-308.44
51.881000	-39.400	-307.73
51.901000	-39.794	-312.36
51.921000	-39.777	-310.70
51.941000	-38.610	-302.01
51.961000	-39.605	-310.64
51.981000	-37.930	-296.21
52.001000	-38.695	-302.12
52.021000	-39.965	-313.40
52.041000	-40.962	-320.34
52.061000	-40.220	-315.12
52.081000	-38.472	-301.18
52.101000	-39.005	-306.17
52.121000	-39.678	-311.41
52.141000	-39.815	-312.89
52.161000	-39.075	-305.57
52.181000	-39.677	-311.27
52.201000	-38.487	-300.63
52.221000	-39.466	-310.55
52.241000	-38.040	-298.84
52.261000	-38.404	-300.71
52.281000	-38.221	-299.40
52.301000	-40.351	-315.50
52.321000	-39.051	-305.49
52.341000	-39.479	-310.34
52.361000	-37.673	-294.10
52.381000	-39.877	-312.17
52.401000	-39.995	-313.33
52.421000	-38.456	-301.38
52.441000	-40.537	-317.79
52.461000	-37.970	-297.45
52.481000	-37.015	-290.38
52.501000	-39.321	-308.68
52.521000	-39.458	-309.77
52.541000	-39.551	-309.85
52.561000	-38.027	-298.22
52.581000	-38.666	-303.10
52.601000	-37.731	-295.16
52.621000	-39.170	-305.77
52.641000	-40.658	-318.30
52.661000	-39.986	-313.33
52.681000	-39.507	-309.32
52.701000	-39.482	-309.96
52.721000	-39.014	-304.67
52.741000	-39.735	-312.89
52.761000	-37.783	-295.68
52.781000	-37.553	-293.40
52.801000	-38.186	-300.15
52.821000	-38.898	-304.64
52.841000	-38.963	-306.24
52.861000	-37.571	-293.50
52.881000	-38.694	-303.32
52.901000	-37.213	-291.21
52.921000	-39.386	-308.91
52.941000	-38.931	-304.13
52.961000	-37.509	-293.16
52.981000	-40.043	-315.58
53.001000	-39.096	-307.05
53.021000	-37.829	-296.04
53.041000	-38.335	-300.26
53.061000	-39.133	-305.71
53.081000	-37.620	-295.10
53.101000	-40.443	-317.20
53.121000	-37.553	-294.47
53.141000	-40.178	-314.60
53.161000	-39.081	-306.88
53.181000	-37.442	-292.67
53.201000	-39.552	-308.71
53.221000	-38.173	-298.40
53.241000	-39.469	-309.19
53.261000	-39.352	-308.33
53.281000	-38.274	-300.55
53.301000	-40.958	-320.48
53.321000	-38.570	-300.56
53.341000	-38.426	-300.26
53.361000	-38.857	-304.42
53.381000	-38.762	-303.45
53.401000	-39.554	-308.80
53.421000	-39.363	-308.03
53.441000	-38.047	-298.54
53.461000	-37.377	-291.99
53.481000	-37.600	-294.68
53.501000	-39.029	-305.30
53.521000	-37.614	-295.56
53.541000	-36.843	-287.86
53.561000	-37.525	-293.54
53.581000	-39.044	-304.12
53.601000	-39.159	-306.40
53.621000	-38.322	-299.92
53.641000	-38.955	-305.73
53.661000	-38.912	-303.00
53.681000	-37.999	-297.56
53.701000	-38.449	-301.37
53.721000	-39.256	-306.41
53.741000	-38.482	-301.74
53.761000	-37.330	-292.62
53.781000	-37.412	-292.61
53.801000	-37.486	-292.75
53.821000	-38.326	-300.11
53.841000	-37.140	-291.70
53.861000	-38.479	-301.48
53.881000	-37.269	-292.16
53.901000	-36.625	-285.86
53.921000	-39.452	-308.75
53.941000	-38.246	-299.85
53.961000	-39.158	-305.62
53.981000	-42.084	-328.00
54.001000	-38.514	-297.63
54.021000	-40.633	-316.06
54.041000	-38.763	-303.37
54.061000	-38.593	-302.46
54.081000	-38.650	-301.92
54.101000	-38.075	-296.52
54.121000	-38.347	-299.66
54.141000	-36.985	-290.14
54.161000	-42.668	-334.65
54.181000	-38.735	-303.57
54.201000	-38.453	-302.30
54.221000	-41.234	-321.16
54.241000	-38.883	-304.52
54.261000	-44.279	-344.61
54.281000	-43.208	-336.77
54.301000	-44.082	-343.64
54.321000	-43.119	-334.45
54.341000	-42.666	-331.09
54.361000	-42.310	-329.01
54.381000	-44.627	-347.32
54.401000	-43.209	-334.59
54.421000	-42.241	-327.66
54.441000	-42.734	-333.36
54.461000	-44.438	-347.04
54.481000	-42.986	-334.64
54.501000	-42.281	-330.11
54.521000	-43.830	-341.21
54.541000	-42.608	-331.73
54.561000	-43.375	-338.56
54.581000	-44.235	-344.95
54.601000	-42.774	-333.56
54.621000	-42.576	-331.82
54.641000	-43.242	-336.28
54.661000	-41.769	-325.00
54.681000	-42.371	-329.97
54.701000	-44.204	-343.91
54.721000	-40.554	-315.93
54.741000	-42.379	-329.54
54.761000	-44.208	-344.57
54.781000	-43.178	-335.45
54.801000	-42.342	-329.57
54.821000	-41.394	-322.24
54.841000	-42.381	-330.25
54.861000	-42.010	-327.13
54.881000	-41.420	-323.09
54.901000	-41.298	-321.28
54.921000	-38.771	-303.45
54.941000	-37.982	-298.63
54.961000	-37.119	-291.06
54.981000	-39.336	-309.03
55.001000	-40.960	-322.38
55.021000	-41.717	-325.81
55.041000	-41.511	-324.33
55.061000	-43.289	-337.29
55.081000	-42.874	-333.05
55.101000	-41.595	-324.73
55.121000	-42.679	-333.63
55.141000	-40.315	-314.01
55.161000	-41.501	-322.65
55.181000	-43.152	-336.92
55.201000	-42.202	-329.11
55.221000	-41.619	-324.06
55.241000	-42.806	-334.14
55.261000	-41.800	-325.40
55.281000	-42.851	-333.94
55.301000	-44.323	-345.18
55.321000	-40.815	-318.30
55.341000	-42.304	-329.55
55.361000	-42.206	-329.74
55.381000	-42.889	-334.45
55.401000	-41.461	-324.02
55.421000	-41.390	-324.30
55.441000	-41.097	-322.10
55.461000	-37.482	-292.64
55.481000	-40.279	-316.44
55.501000	-37.557	-294.47
55.521000	-38.598	-303.09
55.541000	-38.746	-304.17
55.561000	-38.587	-303.95
55.581000	-39.710	-311.55
55.601000	-39.863	-311.20
55.621000	-40.067	-315.01
55.641000	-39.050	-305.69
55.661000	-39.374	-309.72
55.681000	-38.360	-300.82
55.701000	-38.365	-301.99
55.721000	-36.649	-288.84
55.741000	-38.098	-299.39
55.761000	-38.660	-303.09
55.781000	-39.781	-313.29
55.801000	-42.061	-327.96
55.821000	-41.492	-322.88
55.841000	-40.707	-317.53
55.861000	-41.293	-321.39
55.881000	-41.473	-324.11
55.901000	-43.818	-342.64
55.921000	-41.761	-325.92
55.941000	-42.475	-330.69
55.961000	-41.547	-323.37
55.981000	-43.291	-337.64
56.001000	-41.190	-322.22
56.021000	-42.189	-329.29
56.041000	-41.621	-324.81
56.061000	-40.357	-314.19
56.081000	-42.612	-332.81
56.101000	-43.304	-338.25
56.121000	-40.794	-317.49
56.141000	-42.659	-333.68
56.161000	-43.070	-337.32
56.181000	-42.623	-332.23
56.201000	-41.704	-325.80
56.221000	-42.356	-331.47
56.241000	-39.755	-309.73
56.261000	-42.028	-327.88
56.281000	-41.239	-321.11
56.301000	-42.184	-328.70
56.321000	-42.641	-332.02
56.341000	-41.967	-326.14
56.361000	-41.461	-322.87
56.381000	-41.596	-325.14
56.401000	-42.706	-333.71
56.421000	-41.980	-326.81
56.441000	-41.416	-322.02
56.461000	-43.032	-335.64
56.481000	-42.013	-327.68
56.501000	-41.934	-326.68
56.521000	-41.034	-320.61
56.541000	-40.005	-312.24
56.561000	-40.970	-320.76
56.581000	-41.527	-324.42
56.601000	-40.738	-319.13
56.621000	-41.101	-321.91
56.641000	-39.597	-309.65
56.661000	-40.857	-320.45
56.681000	-38.202	-299.49
56.701000	-40.413	-317.89
56.721000	-40.068	-315.29
56.741000	-40.387	-315.79
56.761000	-40.841	-319.49
56.781000	-41.241	-321.71
56.801000	-39.099	-305.24
56.821000	-39.702	-309.73
56.841000	-40.075	-312.35
56.861000	-41.351	-322.50
56.881000	-40.129	-312.99
56.901000	-39.935	-310.30
56.921000	-39.573	-308.89
56.941000	-39.923	-310.76
56.961000	-38.313	-298.78
56.981000	-41.599	-326.03
57.001000	-39.462	-307.30
57.021000	-39.418	-307.17
57.041000	-39.261	-305.48
57.061000	-41.008	-320.13
57.081000	-40.834	-319.35
57.101000	-39.295	-306.27
57.121000	-39.872	-311.70
57.141000	-40.484	-316.76
57.161000	-40.703	-319.19
57.181000	-39.759	-311.57
57.201000	-39.972	-313.48
57.221000	-39.896	-311.54
57.241000	-40.237	-315.24
57.261000	-40.439	-314.61
57.281000	-40.348	-317.03
57.301000	-39.125	-306.40
57.321000	-40.017	-312.04
57.341000	-39.750	-310.88
57.361000	-39.874	-311.23
57.381000	-39.739	-311.76
57.401000	-40.330	-314.51
57.421000	-39.297	-306.50
57.441000	-40.040	-312.89
57.461000	-38.732	-302.25
57.481000	-39.480	-308.84
57.501000	-39.651	-312.14
57.521000	-39.252	-306.63
57.541000	-38.199	-297.84
57.561000	-41.623	-326.22
57.581000	-39.786	-311.41
57.601000	-39.302	-307.16
57.621000	-38.245	-300.49
57.641000	-37.916	-297.49
57.661000	-40.464	-317.45
57.681000	-38.918	-304.88
57.701000	-37.736	-294.37
57.721000	-38.854	-304.69
57.741000	-39.334	-309.12
57.761000	-37.141	-289.49
57.781000	-38.148	-298.58
57.801000	-37.598	-295.46
57.821000	-38.193	-300.12
57.841000	-38.289	-299.41
57.861000	-39.399	-309.54
57.881000	-38.839	-304.26
57.901000	-39.083	-306.50
57.921000	-40.032	-314.20
57.941000	-40.131	-314.40
57.961000	-40.145	-312.71
57.981000	-38.193	-300.17
58.001000	-38.441	-301.88
58.021000	-37.473	-293.62
58.041000	-40.541	-318.21
58.061000	-40.149	-311.77
58.081000	-42.806	-333.20
58.101000	-40.277	-312.78
58.121000	-41.504	-323.03
58.141000	-42.068	-327.14
58.161000	-43.297	-338.17
58.181000	-39.666	-310.92
58.201000	-37.942	-296.83
58.221000	-37.975	-298.76
58.241000	-38.364	-301.71
58.261000	-41.705	-325.38
58.281000	-41.921	-327.20
58.301000	-43.227	-336.92
58.321000	-43.070	-335.27
58.341000	-41.586	-323.19
58.361000	-44.073	-342.75
58.381000	-43.190	-336.66
58.401000	-42.467	-330.88
58.421000	-42.966	-334.18
58.441000	-42.106	-327.77
58.461000	-40.936	-317.82
58.481000	-42.819	-333.20
58.501000	-44.026	-343.03
58.521000	-43.741	-340.08
58.541000	-41.306	-322.20
58.561000	-40.356	-315.08
58.581000	-39.636	-309.69
58.601000	-40.274	-314.39
58.621000	-38.648	-302.79
58.641000	-39.140	-307.52
58.661000	-39.698	-311.00
58.681000	-40.369	-315.25
58.701000	-38.674	-303.04
58.721000	-38.763	-302.70
58.741000	-40.017	-313.35
58.761000	-39.293	-307.02
58.781000	-41.378	-322.25
58.801000	-43.243	-339.28
58.821000	-38.337	-299.76
58.841000	-38.764	-302.89
58.861000	-37.264	-292.20
58.881000	-39.561	-309.53
58.901000	-39.716	-311.89
58.921000	-38.451	-300.77
58.941000	-37.907	-297.32
58.961000	-37.632	-295.23
58.981000	-39.252	-307.94
59.001000	-37.270	-292.19
59.021000	-38.094	-298.91
59.041000	-38.372	-300.30
59.061000	-41.278	-322.17
59.081000	-40.829	-316.77
59.101000	-43.571	-339.57
59.121000	-42.570	-331.35
59.141000	-44.335	-344.52
59.161000	-42.904	-333.84
59.181000	-43.731	-339.78
59.201000	-44.091	-343.48
59.221000	-41.876	-324.96
59.241000	-41.835	-324.62
59.261000	-43.627	-339.67
59.281000	-43.589	-337.85
59.301000	-40.324	-315.17
59.321000	-39.314	-306.73
59.341000	-37.771	-295.73
59.361000	-36.035	-282.37
59.381000	-37.076	-289.95
59.401000	-37.673	-295.21
59.421000	-38.293	-300.23
59.441000	-40.331	-317.08
59.461000	-44.404	-347.91
59.481000	-42.252	-327.73
59.501000	-43.671	-339.67
59.521000	-43.550	-339.24
59.541000	-45.386	-352.94
59.561000	-44.688	-347.61
59.581000	-44.063	-342.75
59.601000	-43.312	-336.26
59.621000	-44.745	-348.35
59.641000	-44.509	-346.99
59.661000	-45.156	-351.89
59.681000	-43.149	-334.58
59.701000	-44.680	-348.06
59.721000	-42.814	-332.48
59.741000	-42.921	-333.49
59.761000	-43.565	-338.53
59.781000	-43.359	-337.57
59.801000	-44.121	-344.12
59.821000	-44.786	-348.80
59.841000	-43.071	-336.08
59.861000	-42.640	-331.17
59.881000	-44.249	-343.79
59.901000	-43.791	-341.48
59.921000	-43.487	-338.29
59.941000	-43.599	-339.19
59.961000	-42.972	-333.71
59.981000	-45.685	-354.78
60.001000	-46.348	-360.87
60.021000	-43.655	-340.43
60.041000	-42.876	-334.31
60.061000	-44.249	-344.90
60.081000	-42.940	-334.05
60.101000	-44.554	-347.76
60.121000	-42.116	-328.32
60.141000	-42.799	-332.47
60.161000	-42.665	-332.27
60.181000	-43.415	-338.81
60.201000	-43.385	-337.76
60.221000	-45.011	-351.40
60.241000	-44.767	-348.76
60.261000	-44.108	-344.34
60.281000	-43.014	-334.44
60.301000	-43.137	-334.31
60.321000	-43.111	-335.21
60.341000	-44.985	-350.52
60.361000	-44.337	-344.81
60.381000	-42.297	-328.61
60.401000	-43.086	-336.19
60.421000	-42.694	-332.13
60.441000	-44.520	-346.84
60.461000	-43.159	-335.43
60.481000	-43.723	-340.92
60.501000	-44.105	-343.89
60.521000	-42.530	-330.62
60.541000	-42.094	-327.34
60.561000	-42.027	-328.26
60.581000	-44.668	-347.79
60.601000	-45.029	-350.56
60.621000	-43.229	-336.25
60.641000	-43.788	-340.66
60.661000	-44.619	-347.01
60.681000	-42.910	-334.60
60.701000	-44.362	-345.56
60.721000	-45.653	-356.29
60.741000	-40.966	-318.61
60.761000	-46.215	-360.10
60.781000	-43.526	-339.10
60.801000	-45.617	-355.50
60.821000	-44.000	-343.01
60.841000	-45.743	-357.15
60.861000	-42.960	-335.04
60.881000	-43.491	-338.32
60.901000	-46.106	-359.85
60.921000	-44.100	-343.19
60.941000	-42.437	-331.35
60.961000	-43.418	-338.63
60.981000	-44.782	-349.68
61.001000	-45.067	-351.46
61.021000	-44.197	-345.28
61.041000	-44.208	-344.53
61.061000	-41.873	-327.21
61.081000	-44.460	-346.73
61.101000	-43.926	-342.04
61.121000	-44.683	-347.74
61.141000	-43.110	-335.27
61.161000	-43.178	-336.00
61.181000	-43.045	-334.81
61.201000	-42.417	-329.75
61.221000	-44.018	-342.41
61.241000	-41.871	-326.36
61.261000	-44.223	-344.92
61.281000	-42.764	-332.98
61.301000	-44.538	-347.02
61.321000	-43.150	-336.22
61.341000	-46.542	-362.78
61.361000	-42.493	-330.27
61.381000	-45.429	-354.67
61.401000	-44.378	-346.11
61.421000	-44.179	-344.56
61.441000	-42.684	-332.63
61.461000	-45.760	-356.98
61.481000	-43.703	-341.23
61.501000	-43.792	-341.33
61.521000	-45.674	-357.69
61.541000	-42.631	-332.18
61.561000	-44.838	-350.90
61.581000	-44.257	-344.76
61.601000	-44.270	-344.29
61.621000	-45.190	-351.49
61.641000	-46.009	-358.40
61.661000	-45.415	-354.24
61.681000	-44.213	-345.23
61.701000	-44.024	-343.59
61.721000	-44.244	-344.98
61.741000	-43.838	-341.74
61.761000	-43.290	-336.88
61.781000	-44.275	-345.28
61.801000	-43.997	-343.34
61.821000	-43.657	-340.06
61.841000	-44.129	-343.77
61.861000	-44.664	-348.45
61.881000	-44.286	-346.40
61.901000	-44.781	-349.11
61.921000	-44.467	-346.16
61.941000	-44.492	-347.38
61.961000	-44.228	-344.95
61.981000	-44.081	-344.01
62.001000	-45.908	-358.19
62.021000	-43.569	-339.42
62.041000	-44.604	-348.55
62.061000	-42.912	-335.15
62.081000	-45.726	-357.60
62.101000	-46.416	-361.69
62.121000	-43.426	-338.56
62.141000	-43.924	-342.00
62.161000	-45.161	-352.30
62.181000	-45.756	-356.07
62.201000	-44.449	-346.25
62.221000	-44.216	-344.12
62.241000	-44.648	-348.15
62.261000	-45.352	-353.20
62.281000	-44.979	-350.51
62.301000	-44.754	-348.28
62.321000	-46.839	-364.83
62.341000	-46.040	-358.50
62.361000	-43.640	-340.76
62.381000	-41.960	-326.98
62.401000	-45.746	-356.52
62.421000	-45.020	-349.84
62.441000	-44.208	-344.20
62.461000	-44.797	-349.71
62.481000	-47.009	-366.14
62.501000	-43.452	-339.01
62.521000	-42.783	-333.57
62.541000	-44.801	-349.87
62.561000	-45.105	-351.81
62.581000	-44.105	-343.42
62.601000	-43.535	-338.51
62.621000	-46.117	-358.86
62.641000	-44.789	-349.31
62.661000	-45.575	-357.05
62.681000	-43.610	-339.74
62.701000	-43.980	-342.10
62.721000	-44.102	-343.17
62.741000	-43.326	-337.64
62.761000	-45.160	-352.37
62.781000	-45.594	-355.31
62.801000	-46.305	-362.06
62.821000	-44.829	-352.21
62.841000	-43.457	-337.87
62.861000	-45.352	-354.09
62.881000	-44.208	-344.93
62.901000	-44.774	-348.69
62.921000	-44.850	-350.18
62.941000	-46.114	-358.52
62.961000	-45.109	-350.65
62.981000	-43.215	-335.65
63.001000	-44.553	-346.57
63.021000	-44.438	-346.01
63.041000	-44.392	-344.91
63.061000	-44.549	-345.68
63.081000	-44.137	-343.45
63.101000	-44.343	-343.82
63.121000	-44.841	-348.67
63.141000	-45.674	-354.60
63.161000	-47.441	-369.98
63.181000	-45.828	-356.37
63.201000	-46.285	-360.05
63.221000	-45.884	-357.32
63.241000	-47.768	-372.34
63.261000	-46.745	-363.47
63.281000	-45.711	-355.40
63.301000	-45.206	-352.90
63.321000	-46.498	-363.12
63.341000	-46.527	-362.72
63.361000	-44.201	-344.40
63.381000	-45.377	-353.96
63.401000	-43.223	-338.50
63.421000	-44.832	-350.09
63.441000	-43.811	-341.50
63.461000	-44.180	-344.28
63.481000	-44.329	-344.72
63.501000	-45.754	-355.74
63.521000	-43.650	-338.20
63.541000	-44.750	-348.27
63.561000	-43.779	-340.04
63.581000	-45.073	-350.52
63.601000	-45.202	-351.96
63.621000	-44.707	-346.93
63.641000	-44.430	-345.78
63.661000	-44.599	-346.32
63.681000	-44.147	-342.98
63.701000	-44.918	-348.89
63.721000	-45.841	-356.73
63.741000	-44.694	-348.10
63.761000	-42.726	-332.06
63.781000	-45.136	-351.25
63.801000	-42.766	-333.52
63.821000	-44.043	-341.20
